id,nome,quartiere,classificazione,score,note,ciclabile_presente,n_corsie,senso_unico,n_testimonianze,municipio,data_segnalazione
SS-ROM-0001,Lungotevere Aventino,Aventino/Testaccio,verde,1,pista ciclabile presente separata dal traffico,si,4,no,4,I,
SS-ROM-0002,Lungotevere dei Mellini,Prati,nero,5,4 corsie veloci nessuna protezione,no,4,no,1,I,
SS-ROM-0003,Lungotevere della Vittoria,Prati,nero,5,4 corsie veloci nessuna protezione,no,4,no,1,I,
SS-ROM-0004,Lungotevere Marzio,Centro Storico,nero,5,4 corsie veloci nessuna protezione,no,4,no,4,I,
SS-ROM-0005,Lungotevere Castello,Prati,nero,5,4 corsie nessuna protezione,no,4,no,2,I,
SS-ROM-0006,Lungotevere Tor di Nona,Centro Storico,nero,5,4 corsie veloci nessuna protezione,no,4,no,1,I,
SS-ROM-0007,Lungotevere Sanzio,Trastevere,nero,5,4 corsie veloci nessuna protezione,no,4,no,1,I,
SS-ROM-0008,Lungotevere Raffaello Sanzio,Trastevere,nero,5,4 corsie veloci nessuna protezione,no,4,no,1,I,
SS-ROM-0009,Via dei Fori Imperiali (ciclabile),Centro Storico,verde,1,pista ciclabile separata lungo i fori,si,0,no,4,I,
SS-ROM-0010,Viale Trastevere,Trastevere,rosso,4,arteria trafficata 4 corsie nessuna ciclabile,no,4,no,1,I,
SS-ROM-0011,Via Nazionale,Esquilino,rosso,4,arteria trafficata 2-4 corsie nessuna ciclabile doppia fila perenne,no,4,no,6,I,
SS-ROM-0012,Via Merulana,Esquilino/Celio,rosso,4,trafficata 2 corsie nessuna ciclabile,no,2,no,5,I,
SS-ROM-0013,Corso Vittorio Emanuele II,Centro Storico,rosso,4,arteria principale 4 corsie nessuna ciclabile,no,4,no,5,I,2026-06-16
SS-ROM-0014,Via XX Settembre,Castro Pretorio,rosso,4,trafficata 4 corsie nessuna ciclabile,no,4,no,1,I,
SS-ROM-0015,Via Cavour,Esquilino,rosso,4,trafficata 4 corsie nessuna ciclabile,no,4,no,4,I,
SS-ROM-0016,Via Nomentana (tratto urbano),Nomentano,verde,1,arteria radiale trafficata,si,4,no,2,I,
SS-ROM-0017,Via Tiburtina (tratto urbano),Tiburtino,rosso,4,arteria radiale trafficata,no,4,no,1,I,
SS-ROM-0018,Via Prenestina (tratto urbano),Prenestino,verde,1,arteria radiale trafficata,si,4,no,1,I,
SS-ROM-0019,Via Appia Nuova (tratto urbano),Appio,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,I,
SS-ROM-0020,Via Cola di Rienzo,Prati,rosso,4,commerciale trafficata 4 corsie,no,4,no,1,I,
SS-ROM-0021,Via del Corso,Centro Storico,blu,2,ZTL pedonale confermata - segnalazione Nikolai,no,2,no,3,I,2026-06-01
SS-ROM-0022,Via Veneto,Ludovisi,rosso,4,trafficata 4 corsie nessuna ciclabile,no,4,no,3,I,
SS-ROM-0023,Via Sistina,Trevi,giallo,3,segnalazione giallo - strada urbana,no,2,no,4,I,2026-06-01
SS-ROM-0024,Via Tritone,Trevi,rosso,4,trafficata 4 corsie nessuna ciclabile,no,4,no,1,I,
SS-ROM-0025,Via Barberini,Trevi,rosso,4,trafficata 2 corsie nessuna ciclabile,no,2,no,3,I,
SS-ROM-0026,Via delle Quattro Fontane,Trevi,rosso,4,trafficata 2 corsie nessuna ciclabile,no,2,no,1,I,
SS-ROM-0027,Via Arenula,Centro Storico,rosso,4,arteria 4 corsie nessuna ciclabile,no,4,no,5,I,
SS-ROM-0028,Via del Plebiscito,Centro Storico,rosso,4,trafficata nessuna ciclabile,no,4,no,4,I,
SS-ROM-0029,Piazza Venezia (confluenza),Centro Storico,rosso,4,hub traffico nessuna protezione ciclisti,no,0,no,4,I,
SS-ROM-0030,Via dei Fori Imperiali,Centro Storico,giallo,3,lavori appena terminati ciclabile dipinta ma velocita auto troppo alta - segnalazione @hyperpigno,si,4,no,4,I,
SS-ROM-0031,Via del Teatro di Marcello,Centro Storico,rosso,4,trafficata curva pericolosa,no,2,no,4,I,
SS-ROM-0032,Viale delle Milizie,Prati,rosso,4,4 corsie trafficata nessuna ciclabile,no,4,no,2,I,2026-06-16
SS-ROM-0033,Via Candia,Prati,giallo,3,strada urbana senso unico traffico medio,no,2,si,2,I,
SS-ROM-0034,Via Crescenzio,Prati,giallo,3,strada urbana 2 corsie traffico contenuto,no,2,no,4,I,2026-06-16
SS-ROM-0035,Via Germanico,Prati,giallo,3,senso unico residenziale,no,1,si,2,I,
SS-ROM-0036,Via Fabio Massimo,Prati,giallo,3,senso unico residenziale Prati,no,1,si,1,I,
SS-ROM-0037,Via Tacito,Prati,giallo,3,senso unico residenziale Prati,no,1,si,1,I,
SS-ROM-0038,Via Celimontana,Celio,giallo,3,strada tranquilla vicino parco,no,2,no,4,I,
SS-ROM-0039,Via della Navicella,Celio,giallo,3,strada tranquilla residenziale,no,1,si,2,I,
SS-ROM-0040,Via Claudia,Celio,giallo,3,traffico contenuto senso unico,no,1,si,2,I,
SS-ROM-0041,Via Madonna dei Monti,Rione Monti,giallo,3,senso unico Monti trafficata ma contenuta,no,1,si,2,I,
SS-ROM-0042,Via Panisperna,Rione Monti,giallo,3,senso unico storico traffico contenuto,no,1,si,1,I,
SS-ROM-0043,Via del Boschetto,Rione Monti,giallo,3,senso unico residenziale Monti,no,1,si,1,I,
SS-ROM-0044,Via Urbana,Rione Monti,giallo,3,senso unico residenziale Monti,no,1,si,2,I,
SS-ROM-0045,Via Leonina,Rione Monti,giallo,3,senso unico Monti traffico contenuto,no,1,si,1,I,
SS-ROM-0046,Via della Lungaretta,Trastevere,giallo,3,senso unico Trastevere traffico contenuto,no,1,si,1,I,
SS-ROM-0047,Via della Scala,Trastevere,giallo,3,senso unico Trastevere,no,1,si,2,I,
SS-ROM-0048,Via San Francesco a Ripa,Trastevere,giallo,3,2 corsie traffico contenuto,no,2,no,1,I,
SS-ROM-0049,Via Garibaldi,Trastevere/Gianicolo,blu,2,ZTL - segnalazione sentinella,no,2,no,3,I,2026-06-02
SS-ROM-0050,Via della Lungara,Trastevere,giallo,3,2 corsie traffico contenuto lungo mura,no,2,no,2,I,
SS-ROM-0051,Via Giulia,Centro Storico,giallo,3,storica traffico contenuto,no,2,no,3,I,
SS-ROM-0052,Via dei Banchi Vecchi,Centro Storico,giallo,3,senso unico storico,no,1,si,2,I,
SS-ROM-0053,Via del Governo Vecchio,Centro Storico,giallo,3,senso unico storico traffico contenuto,no,1,si,2,I,2026-06-16
SS-ROM-0054,Via della Conciliazione,Borgo,giallo,3,larga ma traffico parzialmente controllato,no,4,no,4,I,
SS-ROM-0055,Via Angelo Emo,Prati,giallo,3,senso unico residenziale,no,1,si,2,I,
SS-ROM-0056,Via Gregorio VII,Aurelio,giallo,3,trafficata ma senso unico tratti,no,2,no,3,I,
SS-ROM-0057,Via Aurelia (tratto urbano),Aurelio,rosso,4,arteria radiale trafficata,no,4,no,1,I,
SS-ROM-0058,Via di Porta Cavalleggeri,Borgo,giallo,3,strada secondaria borgo vaticano,no,1,si,2,I,
SS-ROM-0059,Viale Aventino,Aventino,verde,1,pista ciclabile separata presente,si,4,no,1,I,
SS-ROM-0060,Ciclabile Testaccio (Via Marmorata/area),Testaccio,verde,1,pista ciclabile area Testaccio,si,0,no,3,I,
SS-ROM-0061,Lungotevere ciclabile (tratto Villa Borghese),Flaminio,verde,1,pista ciclabile separata lungo il Tevere,si,0,no,2,I,
SS-ROM-0060,Lungotevere ciclabile (tratto Aventino-Ostiense),Testaccio,verde,1,pista ciclabile separata,si,0,no,4,I,
SS-ROM-0061,Pista ciclabile Villa Borghese,Flaminio/Parioli,verde,1,percorso ciclabile interno al parco,si,0,no,3,I,
SS-ROM-0062,Viale delle Terme di Caracalla (ciclabile),Aventino,verde,1,pista ciclabile present,si,0,no,2,I,
SS-ROM-0063,Piazza Navona,Centro Storico,blu,2,ZTL pedonale alto flusso turisti,no,0,no,3,I,
SS-ROM-0064,Campo de' Fiori,Centro Storico,blu,2,ZTL pedonale mercato mattina,no,0,no,1,I,
SS-ROM-0065,Via del Pantheon,Centro Storico,blu,2,ZTL alto flusso pedonale turistico,no,1,si,4,I,
SS-ROM-0066,Via della Rotonda,Centro Storico,blu,2,ZTL vicoletto alto flusso pedoni,no,1,si,1,I,
SS-ROM-0067,Vicolo del Cinque,Trastevere,blu,2,vicoletto ZTL alto flusso pedoni sera,no,1,si,1,I,
SS-ROM-0068,Piazza di Spagna (vicinanze),Trevi,blu,2,ZTL flusso pedonale molto alto,no,0,no,5,I,
SS-ROM-0069,Via Condotti,Trevi,blu,2,ZTL pedonale shopping lusso,no,1,no,1,I,
SS-ROM-0070,Via della Croce,Trevi,blu,2,ZTL pedonale traffico misto,no,1,si,2,I,
SS-ROM-0071,Via del Babuino,Trevi/Flaminio,blu,2,ZTL confermata - segnalazione Nikolai,no,1,si,3,I,2026-06-16
SS-ROM-0072,Via Margutta,Flaminio,blu,2,strada privata/residenziale quasi pedonale,no,1,no,1,I,
SS-ROM-0073,Via della Pace,Centro Storico,blu,2,vicoletto ZTL flusso pedonale,no,1,si,1,I,
SS-ROM-0074,Via del Governo Vecchio,Centro Storico,blu,2,vicoletto storico pedonale misto,no,1,si,4,I,2026-06-16
SS-ROM-0075,Vicolo della Moretta,Centro Storico,blu,2,vicoletto ZTL centro,no,1,si,2,I,
SS-ROM-0076,Via della Stelletta,Centro Storico,blu,2,vicoletto ZTL centro,no,1,si,2,I,
SS-ROM-0077,Piazza Farnese,Centro Storico,blu,2,ZTL pedonale quasi completo,no,0,no,4,I,
SS-ROM-0078,Via Giulia (tratto centrale),Centro Storico,blu,2,ZTL traffico quasi assente,no,1,no,2,I,
SS-ROM-0079,Via del Portico d'Ottavia,Ghetto,blu,2,ZTL area ebraica flusso pedonale,no,1,no,1,I,
SS-ROM-0080,Via Santa Maria in Trastevere,Trastevere,blu,2,ZTL piazza pedonale turistica,no,0,no,2,I,
SS-ROM-0083,Viale Parioli,Parioli,rosso,4,arteria trafficata 4 corsie con tratto ciclabile parziale,si,4,no,1,II,
SS-ROM-0084,Viale Liegi,Parioli,rosso,4,arteria trafficata 4 corsie nessuna ciclabile,no,4,no,1,II,
SS-ROM-0085,Viale Gorizia,Parioli,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,II,
SS-ROM-0086,Viale Eritrea,Parioli,rosso,4,arteria trafficata 4 corsie nessuna ciclabile,no,4,no,1,II,
SS-ROM-0087,Via Salaria (tratto urbano),Salario,rosso,4,arteria radiale trafficata nessuna ciclabile,no,4,no,2,II,2026-06-16
SS-ROM-0088,Viale delle Belle Arti,Flaminio,verde-giallo,2,ciclabile presente sul marciapiede ma inadeguata,si,4,no,1,II,
SS-ROM-0089,Lungotevere Flaminio,Flaminio,verde-giallo,2,ciclabile sul marciapiede inadeguata e discontinua,si,4,no,1,II,
SS-ROM-0090,Lungotevere Arnaldo da Brescia,Flaminio,nero,5,4 corsie veloci nessuna protezione,no,4,no,1,II,
SS-ROM-0091,Lungotevere Maresciallo Diaz,Prati/Flaminio,nero,5,4 corsie veloci nessuna protezione,no,4,no,1,II,
SS-ROM-0092,Via Flaminia (tratto urbano),Flaminio,rosso,4,arteria radiale trafficata nessuna ciclabile,no,4,no,1,II,
SS-ROM-0093,Viale Tiziano,Flaminio,rosso,4,arteria sportiva trafficata nessuna ciclabile - confermato @metaiyo,no,4,no,2,II,
SS-ROM-0094,Viale Maresciallo Pilsudski,Parioli,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,II,
SS-ROM-0095,Via Po,Salario,rosso,4,trafficata 2 corsie nessuna ciclabile,no,2,no,1,II,
SS-ROM-0096,Via Tagliamento,Salario,rosso,4,trafficata 2 corsie nessuna ciclabile,no,2,no,1,II,
SS-ROM-0097,Via Nomentana (tratto Mun II),Nomentano,rosso,4,arteria radiale trafficata,no,4,no,2,II,2026-06-16
SS-ROM-0098,Corso Trieste,Trieste,rosso,4,arteria trafficata 4 corsie nessuna ciclabile,no,4,no,1,II,
SS-ROM-0099,Via Tevere,Salario,giallo,3,strada urbana 2 corsie traffico contenuto,no,2,no,1,II,
SS-ROM-0100,Via Brenta,Salario,giallo,3,strada urbana traffico contenuto,no,2,no,1,II,
SS-ROM-0101,Via Adige,Salario,giallo,3,strada urbana senso unico traffico contenuto,no,1,si,1,II,
SS-ROM-0102,Via Arno,Salario,giallo,3,senso unico residenziale traffico contenuto,no,1,si,1,II,
SS-ROM-0103,Via Sebino,Salario,giallo,3,senso unico residenziale,no,1,si,1,II,
SS-ROM-0104,Via Lario,Salario,giallo,3,senso unico residenziale,no,1,si,1,II,
SS-ROM-0105,Via Dora,Salario,giallo,3,senso unico residenziale traffico contenuto,no,1,si,1,II,
SS-ROM-0106,Via Rubicone,Salario,giallo,3,senso unico residenziale,no,1,si,1,II,
SS-ROM-0107,Via Isonzo,Salario,giallo,3,strada urbana traffico contenuto,no,2,no,1,II,
SS-ROM-0108,Via Piave,Salario,giallo,3,strada urbana traffico medio,no,2,no,1,II,
SS-ROM-0109,Viale Romania,Parioli,giallo,3,viale residenziale traffico contenuto,no,2,no,1,II,
SS-ROM-0110,Viale Pola,Parioli,giallo,3,viale residenziale senso unico,no,1,si,1,II,
SS-ROM-0111,Via Mercadante,Parioli,giallo,3,senso unico residenziale Parioli,no,1,si,1,II,
SS-ROM-0112,Via Paisiello,Parioli,giallo,3,senso unico residenziale Parioli,no,1,si,1,II,
SS-ROM-0113,Via Spontini,Parioli,giallo,3,senso unico residenziale Parioli,no,1,si,1,II,
SS-ROM-0114,Via Bellini,Parioli,giallo,3,senso unico residenziale Parioli,no,1,si,1,II,
SS-ROM-0115,Via Donizetti,Parioli,giallo,3,senso unico residenziale Parioli,no,1,si,1,II,
SS-ROM-0116,Via Giuseppe Pisanelli,Parioli,rosso,4,arteria trafficata - segnalazione sentinella,no,2,no,2,II,2026-06-16
SS-ROM-0117,Via Antonio Bosio,Parioli,giallo,3,senso unico residenziale,no,1,si,1,II,
SS-ROM-0118,Via Panama,Parioli,giallo,3,strada residenziale traffico contenuto,no,2,no,1,II,
SS-ROM-0119,Via Prati Fiscali,Trionfale,giallo,3,strada urbana traffico contenuto,no,2,no,2,II,2026-06-16
SS-ROM-0120,Via dei Campi Sportivi,Flaminio,giallo,3,strada secondaria area sportiva,no,2,no,1,II,
SS-ROM-0121,Via Reni,Flaminio,giallo,3,senso unico area Flaminio,no,1,si,1,II,
SS-ROM-0122,Via Masaccio,Flaminio,giallo,3,senso unico residenziale Flaminio,no,1,si,1,II,
SS-ROM-0123,Villa Borghese (percorsi interni),Flaminio/Parioli,verde-blu,1,bike friendly ma alto flusso pedonale,si,0,no,2,II,
SS-ROM-0124,Villa Ada (percorsi interni),Salario,verde-blu,1,bike friendly ma alto flusso pedonale nei weekend,si,0,no,2,II,
SS-ROM-0125,Parco della Rimembranza,Flaminio,verde-blu,2,area verde bike friendly con pedoni,si,0,no,1,II,
SS-ROM-0126,Ciclabile Lungotevere Villa Borghese,Flaminio,verde,1,pista ciclabile separata lungo il Tevere,si,0,no,2,II,
SS-ROM-0127,Via del Vignola,Flaminio,giallo,3,senso unico tranquillo area Flaminio,no,1,si,2,II,
SS-ROM-0128,Piazza Ungheria,Parioli,blu,2,piazza ZTL bassa velocità alto flusso pedoni,no,0,no,1,II,
SS-ROM-0129,Piazza Euclide,Parioli,blu,2,piazza ZTL bassa velocità,no,0,no,1,II,
SS-ROM-0130,Via Antonelli,Parioli,giallo,3,senso unico residenziale,no,1,si,1,II,
SS-ROM-0131,Via Mangili,Parioli,giallo,3,senso unico residenziale Parioli,no,1,si,1,II,
SS-ROM-0132,Viale Bruno Buozzi,Parioli,giallo,3,segnalazione giallo - strada urbana tranquilla,no,4,no,4,II,2026-06-01
SS-ROM-0133,Via Lima,Trieste,giallo,3,strada urbana traffico contenuto,no,2,no,1,II,
SS-ROM-0134,Via Reggio Calabria,Trieste,giallo,3,senso unico residenziale,no,1,si,1,II,
SS-ROM-0135,Via Alessandria,Trieste,rosso,4,trafficata 2 corsie nessuna ciclabile,no,2,no,1,II,
SS-ROM-0136,Viale Regina Margherita,Trieste,rosso,4,arteria trafficata 4 corsie nessuna ciclabile,no,4,no,1,II,
SS-ROM-0137,Viale Jonio,Montesacro,verde,1,ciclabile presente - aggiornamento segnalazione,si,4,no,2,III,
SS-ROM-0138,Via Nomentana (tratto con ciclabile),Montesacro,verde,1,ciclabile presente su tratto specifico,si,4,no,3,III,2026-06-16
SS-ROM-0139,Via Nomentana (tratto senza ciclabile),Tufello/Val Melaina,rosso,4,arteria trafficata tratto senza ciclabile,no,4,no,1,III,
SS-ROM-0140,Via Salaria (tratto Mun III),Fidene,rosso,4,arteria radiale trafficata nessuna ciclabile,no,4,no,3,III,2026-06-16
SS-ROM-0141,Via dei Prati Fiscali,Tufello,verde,1,pista ciclabile presente,si,2,no,4,III,2026-06-16
SS-ROM-0142,Via Ugo Ojetti,Montesacro,rosso,4,2 corsie trafficata nessuna ciclabile,no,2,no,2,III,
SS-ROM-0143,Via Val Melaina,Val Melaina,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,III,
SS-ROM-0144,Via Capraia,Tufello,giallo,3,strada residenziale traffico contenuto,no,2,no,1,III,
SS-ROM-0145,Via Grotte di Gregna,Val Melaina,giallo,3,strada residenziale senso unico,no,1,si,1,III,
SS-ROM-0146,Via Amatrice,Tufello,giallo,3,senso unico residenziale,no,1,si,1,III,
SS-ROM-0147,Via Contigliano,Tufello,giallo,3,senso unico residenziale traffico contenuto,no,1,si,1,III,
SS-ROM-0148,Via Monterotondo,Montesacro,giallo,3,strada urbana traffico contenuto,no,2,no,1,III,
SS-ROM-0149,Via Passo Corese,Montesacro,giallo,3,senso unico residenziale,no,1,si,1,III,
SS-ROM-0150,Via Monte Cervialto,Montesacro,verde,1,strada residenziale tranquilla traffico locale scarso - aggiornamento anonimo,no,2,no,2,III,
SS-ROM-0151,Via Monte Giberto,Montesacro,rosso,4,trafficata nessuna ciclabile - aggiornamento,no,2,no,2,III,
SS-ROM-0152,Via Monte Ruggero,Montesacro,giallo,3,senso unico residenziale,no,1,si,1,III,
SS-ROM-0153,Via Monte Cervino,Montesacro,giallo,3,strada residenziale traffico contenuto,no,2,no,1,III,
SS-ROM-0154,Via Monte Velino,Montesacro,giallo,3,senso unico residenziale,no,1,si,1,III,
SS-ROM-0155,Via Arseoli,Montesacro,giallo,3,senso unico residenziale,no,1,si,1,III,
SS-ROM-0156,Via Cures Sabini,Montesacro,giallo,3,senso unico residenziale,no,1,si,1,III,
SS-ROM-0157,Via Cantalupo Sabino,Montesacro,giallo,3,senso unico residenziale,no,1,si,1,III,
SS-ROM-0158,Via Farfa,Montesacro,giallo,3,strada residenziale tranquilla,no,2,no,1,III,
SS-ROM-0159,Via Poggio Mirteto,Montesacro,giallo,3,senso unico residenziale,no,1,si,1,III,
SS-ROM-0160,Via Leonzio Pilato,Montesacro,giallo,3,senso unico residenziale,no,1,si,1,III,
SS-ROM-0161,Via Conca d'Oro,Tufello,rosso,4,trafficata 2 corsie nessuna ciclabile,no,2,no,2,III,
