id,nome,quartiere,classificazione,score,note,ciclabile_presente,n_corsie,senso_unico,n_testimonianze,municipio,data_segnalazione
SS-ROM-0296,Via Torino,Esquilino,giallo,3,senso unico tranquillo fino via Viminale poi trafficato per doppia fila - segnalazione @hyperpigno,no,1,si,1,I,
SS-ROM-0297,Via dell Esquilino,Esquilino,rosso,4,ipertrafficata nessuna ciclabile - segnalazione @hyperpigno,no,4,no,1,I,
SS-ROM-0298,Via Casilina,Tuscolano,rosso,4,traffico veloce punto poco visibile sotto ponte - segnalazione @nomad_valentine,no,4,no,1,VII,
SS-ROM-0299,Piazzale Labicano,Tuscolano,rosso,4,svincolo trafficato esperienza necessaria per incanalarsi - segnalazione @nomad_valentine,no,0,no,1,VII,
SS-ROM-0300,Viale Carlo Felice,San Giovanni,giallo,3,poco traffico - segnalazione @nomad_valentine,no,2,no,1,I,
SS-ROM-0301,Via del Mandrione (tratto giallo),Tuscolano,giallo,3,poche macchine in alcuni tratti assenti - segnalazione @nomad_valentine,no,1,no,1,VII,
SS-ROM-0302,Piazza Ippolito Nievo,Monteverde,verde,1,area verde bike friendly - segnalazione @luca.tentorio,si,0,no,1,XII,
SS-ROM-0303,Circonvallazione Casilina,Prenestino,nero,5,corsia unica sorpassi azzardati - segnalazione @_light_rider,no,4,no,2,V,2026-06-09
SS-ROM-0304,Lungotevere di Pietra Papa,Marconi,verde,1,pista ciclabile presente,si,0,no,2,XI,
SS-ROM-0305,Via Gabriello Chiabrera,Ostiense,rosso,4,arteria trafficata nessuna ciclabile - segnalazione @luca.tentorio,no,4,no,1,VIII,
SS-ROM-0306,Via Silvio D Amico,Ostiense,giallo,3,traffico contenuto - segnalazione @luca.tentorio,no,2,no,1,VIII,
SS-ROM-0307,Viale Leonardo da Vinci,Ostiense,giallo,3,traffico contenuto - segnalazione @luca.tentorio,no,2,no,1,VIII,
SS-ROM-0308,Via Giovanni Brancaleone,Prenestino,giallo,3,poco traffico - segnalazione @nomad_valentine,no,2,no,1,V,
SS-ROM-0309,Via delle Tre Fontane (tratto verde),EUR,verde,1,ciclabile presente su tratto specifico - segnalazione @luca.tentorio,si,0,no,1,IX,
SS-ROM-0310,Viale Europa,EUR,rosso,4,arteria trafficata EUR nessuna ciclabile - segnalazione @luca.tentorio,no,4,no,1,IX,
SS-ROM-0311,Via Fanfulla da Lodi,Prenestino,giallo,3,poco traffico spazio per accostare - segnalazione @nomad_valentine,no,2,no,1,V,
SS-ROM-0312,Via Olevano Romano,Centocelle,giallo,3,no ciclabile strada tranquilla - segnalazione @smiorodno,no,2,no,1,V,
SS-ROM-0313,Via Anagni,Centocelle,rosso,4,abbastanza trafficata no ciclabile - segnalazione @smiorodno,no,4,no,1,V,
SS-ROM-0314,Viale della Primavera,Prenestino,rosso,4,abbastanza trafficata no ciclabile - segnalazione @smiorodno,no,4,no,1,V,
SS-ROM-0315,Via Prenestina (tratto verde Centocelle),Centocelle,verde,1,ciclabile presente percorsa regolarmente auto rare sopra - segnalazione @smiorodno,si,4,no,1,V,
SS-ROM-0316,Via Conte Verde,Esquilino,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,2,I,
SS-ROM-0317,Via Tuscolana,Tuscolano,verde,1,ciclabile presente - segnalazione Nikolai,si,4,no,1,VII,
SS-ROM-0318,Via Francesco Siano,Esquilino,rosso,4,due corsie doppia fila traffico veloce - segnalazione @arthemis_gard,no,2,no,1,I,
SS-ROM-0319,Via di Santa Croce in Gerusalemme,San Giovanni,rosso,4,trafficata nessun arredo che impedisca doppia fila o alta velocita - segnalazione @hyperpigno,no,2,no,1,I,
SS-ROM-0320,Via San Quintino,Esquilino,giallo,3,senso unico non trafficato ma doppia fila fondo irregolare - segnalazione @hyperpigno,no,1,si,1,I,
SS-ROM-0321,Viale Manzoni,San Giovanni,rosso,4,traffico disordinato velocita oltre limiti nessuna ciclabile - segnalazione @hyperpigno,no,4,no,1,I,
SS-ROM-0322,Via Labicana,Celio,rosso,4,trafficata spesso molto trafficata nessuna ciclabile - segnalazione @hyperpigno,no,4,no,1,I,
SS-ROM-0323,Piazza dei Santi Apostoli,Centro Storico,giallo,3,senso unico senza ciclabile - segnalazione @hyperpigno,no,1,si,1,I,
SS-ROM-0324,Via di San Marcello,Centro Storico,giallo,3,senso unico senza ciclabile - segnalazione @hyperpigno,no,1,si,1,I,
SS-ROM-0325,Via Peralba,Montesacro,giallo,3,traffico locale - segnalazione @Sim1_71,no,2,no,1,III,
SS-ROM-0326,Via Monte Altissimo,Montesacro,verde,1,no ciclabile traffico locale quasi nullo - segnalazione @Sim1_71,no,1,no,1,III,
SS-ROM-0327,Viale Carnaro,Montesacro,rosso,4,traffico intenso e veloce,no,4,no,2,III,
SS-ROM-0328,Via Brennero,Montesacro,verde,1,no ciclabile traffico locale quasi nullo,no,1,no,2,III,
SS-ROM-0329,Via Antonio Canova,Flaminio,giallo,3,senso unico - segnalazione Nikolai,no,1,si,1,I,
SS-ROM-0330,Viale Pantelleria,Montesacro,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,III,
SS-ROM-0331,Via Monte Bianco,Montesacro,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,III,
SS-ROM-0332,Via Monginevra,Montesacro,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,III,
SS-ROM-0333,Via Etna,Montesacro,giallo,3,poco trafficata,no,2,no,1,III,
SS-ROM-0334,Via Col di Nava,Montesacro,giallo,3,poco trafficata,no,2,no,1,III,
SS-ROM-0335,Via di Monte Sacro,Montesacro,giallo,3,poco trafficata,no,2,no,1,III,
SS-ROM-0336,Via di Pietralata,Tiburtino,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,IV,
SS-ROM-0337,Via Pietro Mascagni,Trieste,giallo,3,traffico contenuto,no,2,no,1,II,
SS-ROM-0338,Viale Somalia,Trieste,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,II,
SS-ROM-0339,Viale Libia,Trieste,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,II,
SS-ROM-0340,Via Pontina,EUR,rosso,4,arteria trafficata quasi autostrada urbana,no,4,no,1,IX,
SS-ROM-0341,Viale dell Oceano Atlantico,Fonte Ostiense,verde,1,pista ciclabile presente,si,0,no,1,IX,
SS-ROM-0342,Via Cortona,Castel Giubileo,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,III,
SS-ROM-0343,Via Altagnana,Castel Giubileo,verde,1,traffico locale scarso,no,1,no,1,III,
SS-ROM-0344,Via Monte Grimano,Castel Giubileo,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,III,
SS-ROM-0345,Via Alberto Lionello,Castel Giubileo,verde,1,traffico locale scarso,no,1,no,1,III,
SS-ROM-0346,Viale Carmelo Bene,Castel Giubileo,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,III,
SS-ROM-0347,Via di Settebagni,Casal Boccone,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,2,III,
SS-ROM-0348,Ponte Salario,Montesacro,rosso,4,ponte trafficato nessuna ciclabile,no,4,no,1,III,
SS-ROM-0349,Via Val D Ala,Montesacro,verde,1,traffico locale scarso,no,1,no,1,III,
SS-ROM-0350,Via Val di Lanzo,Montesacro,rosso,4,trafficata nessuna ciclabile,no,2,no,1,III,
SS-ROM-0351,Via del Casale Giuliani,Montesacro,giallo,3,poco trafficata,no,2,no,1,III,
SS-ROM-0352,Piazza Conca d Oro,Montesacro,verde,1,ciclabile nuova attraversa la piazza,si,0,no,1,III,
SS-ROM-0353,Via Valle Martello,Montesacro,giallo,3,poco trafficata,no,2,no,1,III,
SS-ROM-0354,Via Val Sillaro,Montesacro,giallo,3,poco trafficata,no,2,no,1,III,
SS-ROM-0355,Via Val Varaita,Montesacro,giallo,3,poco trafficata,no,2,no,1,III,
SS-ROM-0356,Via Val Santerno,Montesacro,rosso,4,senso unico traffico intenso,no,1,si,1,III,
SS-ROM-0357,Ponte Testaccio,Testaccio,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,I,
SS-ROM-0358,Via Galvani,Testaccio,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,I,
SS-ROM-0359,Via Beniamino Franklin,Testaccio,verde,1,traffico locale scarso,no,1,no,1,I,
SS-ROM-0360,Lungotevere Testaccio,Testaccio,verde,1,pista ciclabile presente,si,0,no,1,I,
SS-ROM-0361,Via Nicola Zabaglia,Testaccio,giallo,3,ciclabile inagibile traffico contenuto,no,2,no,1,I,
SS-ROM-0362,Piazza di Santa Maria Liberatrice,Testaccio,giallo,3,traffico locale contenuto,no,2,no,2,I,2026-06-06
SS-ROM-0363,Piazza Testaccio,Testaccio,blu,2,area pedonale,no,0,no,1,I,
SS-ROM-0364,Lungotevere Vittorio Gassman,Marconi,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,XI,
SS-ROM-0365,Via Giuseppe Veronese,Marconi,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,XI,
SS-ROM-0366,Piazza della Radio,Marconi,rosso,4,trafficata nessuna ciclabile,no,4,no,1,XI,
SS-ROM-0367,Via Giuseppe Parini,Monteverde,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,XII,
SS-ROM-0368,Lungotevere degli Anguillara,Trastevere,nero,5,multicarreggiata pericolosissima,no,4,no,1,I,
SS-ROM-0369,Via Giovanni Lanza,Esquilino,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,I,
SS-ROM-0370,Via Luigi Luzzatti,Esquilino,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,I,
SS-ROM-0371,Via di Porta Maggiore,Esquilino,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,2,I,2026-06-08
SS-ROM-0372,Piazza Vittorio Emanuele II,Esquilino,rosso,4,piazza trafficata caotica,no,0,no,1,I,
SS-ROM-0373,Piazza Sidney Sonnino,Trastevere,rosso,4,piazza trafficata nessuna ciclabile,no,0,no,1,I,
SS-ROM-0374,Via del Foro Italico,Parioli,nero,5,multicarreggiata ad alta velocita pericolosissima,no,6,no,1,II,
SS-ROM-0375,Viale della Moschea,Parioli,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,2,II,2026-06-16
SS-ROM-0376,Via Guidubaldo del Monte,Pinciano,verde,1,traffico locale scarso,no,1,no,1,II,
SS-ROM-0377,Via Luigi Settembrini,Della Vittoria,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,II,
SS-ROM-0378,Viale Angelico,Prati,verde,1,pista ciclabile presente,si,0,no,3,I,2026-06-01
SS-ROM-0379,Circonvallazione Cornelia,Aurelio,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,XIII,
SS-ROM-0380,Via di Boccea (tratto nero),Aurelio,nero,5,multicarreggiata pericolosissima,no,4,no,2,XIII,2026-06-13
SS-ROM-0381,Via Mattia Battistini,Aurelio,verde,1,pista ciclabile presente,si,0,no,1,XIII,
SS-ROM-0382,Via Ennio Bonifazi,Aurelio,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,XIII,
SS-ROM-0383,Via di Boccea (tratto rosso),Aurelio,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,2,XIII,2026-06-13
SS-ROM-0384,Via Gelasio Secondo,Aurelio,giallo,3,traffico contenuto,no,2,no,1,XIII,
SS-ROM-0385,Lungotevere dei Sangallo,Prati,nero,5,multicarreggiata pericolosissima,no,4,no,1,I,
SS-ROM-0386,Lungotevere Gianicolense,Trastevere,nero,5,multicarreggiata pericolosissima,no,4,no,1,I,
SS-ROM-0387,Via Ennio Quirino Visconti,Prati,giallo,3,senso unico traffico contenuto,no,1,si,1,I,
SS-ROM-0388,Piazza Adriana,Prati,rosso,4,piazza trafficata caotica,no,0,no,1,I,
SS-ROM-0389,Via Nomentana (tratto Trieste),Trieste,verde,1,ciclabile presente,si,4,no,2,II,2026-06-16
SS-ROM-0390,Viale Ventuno Aprile,Nomentano,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,II,
SS-ROM-0391,Viale delle Provincie,Nomentano,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,3,II,2026-06-16
SS-ROM-0392,Via Catania,Nomentano,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,2,II,2026-06-16
SS-ROM-0393,Viale Ippocrate,Nomentano,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,2,II,2026-06-16
SS-ROM-0394,Via della Renella,Trastevere,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-02
SS-ROM-0395,Piazza Santiago del Cile,Parioli,rosso,4,segnalazioni contrastanti verde/rosso,no,2,no,3,II,2026-06-01
SS-ROM-0396,Via Sabotino,Prati,verde,1,pista ciclabile presente,si,2,no,1,I,2026-06-01
SS-ROM-0397,Via Podgora,Prati,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,I,2026-06-01
SS-ROM-0398,Via Luisa di Savoia,Flaminio,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,II,2026-06-01
SS-ROM-0399,Piazza del Popolo,Centro Storico,blu,2,ZTL pedonale,no,0,no,2,I,2026-06-01
SS-ROM-0400,Via Ludovisi,Ludovisi,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-02
SS-ROM-0401,Via Cicerone,Prati,giallo,3,segnalazioni miste giallo/verde - strada urbana,no,2,no,3,I,2026-06-16
SS-ROM-0402,Piazza Cavour,Prati,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,I,2026-06-16
SS-ROM-0403,Via Vittoria Colonna,Prati,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,I,2026-06-16
SS-ROM-0404,Ponte Cavour,Centro Storico,rosso,4,ponte trafficato nessuna ciclabile,no,4,no,1,I,2026-06-16
SS-ROM-0405,Piazza Augusto Imperatore,Centro Storico,giallo,3,piazza urbana traffico moderato,no,2,no,1,I,2026-06-16
SS-ROM-0406,Via di Ripetta,Centro Storico,giallo,3,segnalazioni miste giallo/blu,no,2,no,2,I,2026-06-16
SS-ROM-0407,Via Maria Cristina,Flaminio,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,I,2026-06-16
SS-ROM-0408,Via Domenico Alberto Azuni,Flaminio,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,II,2026-06-16
SS-ROM-0409,Via Gaetano Filangieri,Flaminio,rosso,4,segnalazioni miste giallo/rosso - trafficata,no,2,no,2,II,2026-06-16
SS-ROM-0410,Via Antonio Gramsci,Pinciano,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,II,2026-06-16
SS-ROM-0411,Via di Villa San Filippo,Parioli,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,II,2026-06-16
SS-ROM-0412,Via Eustachio Manfredi,Pinciano,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,II,2026-06-16
SS-ROM-0413,Viale del Casale della Finanziera,Parioli,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,II,2026-06-16
SS-ROM-0414,Via Valle Vermiglio,Monte Sacro,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,III,2026-06-16
SS-ROM-0415,Corso Sempione,Monte Sacro,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,III,2026-06-16
SS-ROM-0416,Via di Villa Ricotti,Nomentano,verde,1,pista ciclabile presente,si,2,no,1,II,2026-06-16
SS-ROM-0417,Via Lorenzo il Magnifico,Nomentano,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,II,2026-06-16
SS-ROM-0418,Via Arduino,Nomentano,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,II,2026-06-16
SS-ROM-0419,Piazza dei Crociferi,Centro Storico,blu,2,ZTL pedonale,no,0,no,1,I,2026-06-16
SS-ROM-0420,Via Martin Alonzo Pinzon,Ostiense,giallo,3,strada urbana tranquilla - segnalazione @Sim-1,no,2,no,1,VIII,2026-06-16
SS-ROM-0421,Via Bartolomeo Diaz,Ostiense,giallo,3,strada urbana tranquilla - segnalazione @Sim-1,no,2,no,1,VIII,2026-06-16
SS-ROM-0422,Via Fernando Colombo,Ostiense,blu,2,ZTL/pedonale - segnalazione @Sim-1,no,2,no,1,VIII,2026-06-16
SS-ROM-0423,Via Ermenegildo Frediani,Ostiense,blu,2,ZTL/pedonale - segnalazione @Sim-1,no,2,no,1,VIII,2026-06-16
SS-ROM-0424,Via Manfredo Camperio,Ostiense,giallo,3,strada urbana tranquilla - segnalazione @Sim-1,no,2,no,1,VIII,2026-06-16
SS-ROM-0425,Via Francesco Antonio Pigafetta,Ostiense,verde,1,pista ciclabile presente - segnalazione @Sim-1,si,2,no,1,VIII,2026-06-16
SS-ROM-0426,Piazzale 12 Ottobre 1492,Ostiense,giallo,3,strada urbana - segnalazione @Sim-1,no,4,no,1,VIII,2026-06-16
SS-ROM-0427,Via Giacomo Bove,Ostiense,giallo,3,strada urbana tranquilla - segnalazione @Sim-1,no,2,no,1,VIII,2026-06-16
SS-ROM-0428,Via Federico Nansen,Ostiense,blu,2,ZTL/pedonale - segnalazione @Sim-1,no,2,no,1,VIII,2026-06-16
SS-ROM-0429,Via Vito Bering,Ostiense,blu,2,comprensorio - segnalazione @Sim-1,no,2,no,1,VIII,2026-06-16
SS-ROM-0430,Via Francesco Negri,Ostiense,verde,1,strada locale senza uscita - segnalazione @Sim-1,si,2,no,1,VIII,2026-06-16
SS-ROM-0431,Viale dei Bastioni di Michelangelo,Prati,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,I,2026-06-16
SS-ROM-0432,Via Giovanni Vitelleschi,Borgo,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,I,2026-06-16
SS-ROM-0433,Via Plinio,Prati,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-16
SS-ROM-0434,Via Federico Cesi,Prati,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-16
SS-ROM-0435,Via Leone XIII,Aurelio,nero,5,multicarreggiata ad alta velocità,no,4,no,1,XII,2026-06-13
SS-ROM-0436,Via del Casale di San Pio V,Aurelio,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,XIII,2026-06-13
SS-ROM-0437,Via Bartolo da Sassoferrato,Aurelio,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,XIII,2026-06-13
SS-ROM-0438,Via Principe Eugenio,Esquilino,rosso,4,carrefour dangereux - segnalazione Sophie,no,4,no,1,I,2026-06-12
SS-ROM-0439,Piazza Armenia,Appio-Latino,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,VII,2026-06-12
SS-ROM-0440,Via Cilicia,Appio-Latino,nero,5,multicarreggiata ad alta velocità,no,4,no,1,I,2026-06-12
SS-ROM-0441,Via Guerrieri,Celio,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-12
SS-ROM-0442,Via Odoardo Beccari,Testaccio,rosso,4,spesso seconda fila con restringimento carreggiata,no,2,no,1,I,2026-06-12
SS-ROM-0443,Via Ambrogio Contarini,Testaccio,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-12
SS-ROM-0444,Viale Marco Polo,Testaccio,rosso,4,larga ma spesso mezzi in seconda fila,no,4,no,1,I,2026-06-12
SS-ROM-0445,Via Orazio Antinori,Testaccio,verde,1,pista ciclabile presente,si,2,no,1,I,2026-06-06
SS-ROM-0446,Percorso Ciclopedonale Elettra Pollastrini,Aurelio,verde,1,percorso ciclopedonale dedicato,si,0,no,1,XIV,2026-06-02
